ID,Name (English),Full Name (English),URL,Language,Name,Full Name,Familiar-ish Script,Given Name Usually First
2779,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Afrikaans,Maria,Maria I van Engeland,Yes,Yes
2780,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Anglo-Saxon,Maria,Maria I Engla Cwēn,Yes,Yes
2781,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Arabic,ماري,ماري الأولى ملكة إنجلترا,Yes,Yes
2782,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Aragonese,María,María I d'Anglaterra,Yes,Yes
2783,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Asturian,María,María I d'Inglaterra,Yes,Yes
2784,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Azerbaijani,I,I Mariya,Yes,No
2785,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Southern Azerbaijani,بیرینجی,بیرینجی ماری,Yes,No
2786,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Bengali,ইংল্যান্ডের,ইংল্যান্ডের রাণী প্রথম মেরি,No,idk
2787,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Min Nan,Mary,Mary 1-sè,Yes,Yes
2788,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Belarusian,Марыя,Марыя I Цюдар,Yes,Yes
2789,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Belarusian (Taraškievica),Марыя,Марыя I,Yes,Yes
2790,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Bulgarian,Мария,Мария I Тюдор,Yes,Yes
2791,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Bosnian,Marija,Marija I,Yes,Yes
2792,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Breton,Mari,Mari Iañ Bro-Saoz,Yes,Yes
2793,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Catalan,Maria,Maria I d'Anglaterra,Yes,Yes
2794,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Czech,Marie,Marie I. Tudorovna,Yes,Yes
2795,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Welsh,Mari,Mari I,Yes,Yes
2796,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Danish,Maria,Maria 1. af England,Yes,Yes
2797,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,German,Maria,Maria I.,Yes,Yes
2798,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Estonian,Mary,Mary I,Yes,Yes
2799,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Greek,Μαρία,Μαρία Α΄ της Αγγλίας,Yes,Yes
2800,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Spanish,María,María I de Inglaterra,Yes,Yes
2801,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Esperanto,Maria,Maria la 1-a,Yes,Yes
2802,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Basque,Maria,Maria I.a Ingalaterrakoa,Yes,Yes
2803,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Persian,ماری,ماری یکم,Yes,Yes
2804,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,French,Marie,Marie Ire,Yes,Yes
2805,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,West Frisian,Marije,Marije I fan Ingelân,Yes,Yes
2806,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Irish,Máire,Máire I Shasana,Yes,Yes
2807,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Galician,María,María I de Inglaterra,Yes,Yes
2808,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Korean,메리,메리 1세,No,idk
2809,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Armenian,Մարի,Մարի Թյուդոր,No,idk
2810,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Hindi,इंग्लैंड,इंग्लैंड की मैरी प्रथम,No,idk
2811,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Croatian,Marija,Marija Tudor,Yes,Yes
2812,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Ido,Mary,Mary la 1ma di Anglia,Yes,Yes
2813,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Indonesian,Mary,Mary I dari Inggris,Yes,Yes
2814,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Interlingua,Maria,Maria I de Anglaterra,Yes,Yes
2815,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Icelandic,María,María 1. Englandsdrottning,Yes,Yes
2816,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Italian,Maria,Maria I d'Inghilterra,Yes,Yes
2817,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Hebrew,מרי,מרי הראשונה,No,idk
2818,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Georgian,მერი,მერი I,No,idk
2819,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Cornish,Maria,Maria I a Bow Sows,Yes,Yes
2820,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Latin,Maria,Maria I,Yes,Yes
2821,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Latvian,Marija,Marija Tjudora,Yes,Yes
2822,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Hungarian,I.,I. Mária angol királynő,Yes,No
2823,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Macedonian,Марија,Марија I,Yes,Yes
2824,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Malagasy,Mary,Mary I an'i Angletera,Yes,Yes
2825,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Egyptian Arabic,مارى,مارى الاولانيه ملكة انجلترا,Yes,Yes
2826,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Malay,Mary,Mary I dari England,Yes,Yes
2827,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Dutch,Maria,Maria I van Engeland,Yes,Yes
2828,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Japanese,メアリー1世,メアリー1世,No,idk
2829,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Norwegian (Bokmål),Maria,Maria I av England,Yes,Yes
2830,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Norwegian (Nynorsk),Maria,Maria I av England,Yes,Yes
2831,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Occitan,Maria,Maria I d'Anglatèrra,Yes,Yes
2832,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Uzbek,Mary,Mary I Tudor,Yes,No
2833,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Western Punjabi,میری,میری اول ملکہ انگلستان,Yes,Yes
2834,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Polish,Maria,Maria I Tudor,Yes,Yes
2835,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Portuguese,Maria,Maria I da Inglaterra,Yes,Yes
2836,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Romanian,Maria,Maria I a Angliei,Yes,Yes
2837,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Russian,Мария,Мария I,Yes,Yes
2838,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Sanskrit,मेरी,मेरी १,No,idk
2839,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Scots,Mary,Mary I o Ingland,Yes,Yes
2840,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Simple English,Mary,Mary I of England,Yes,Yes
2841,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Slovak,Mária,Mária I.,Yes,Yes
2842,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Slovene,Marija,Marija I. Angleška,Yes,Yes
2843,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Sorani Kurdish,ماریی,ماریی یەکەمی ئینگلستان,Yes,Yes
2844,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Serbian,Мери,Мери I Тјудор,Yes,Yes
2845,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Serbo-Croatian,Mary,Mary I od Engleske,Yes,Yes
2846,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Finnish,Maria,Maria I,Yes,Yes
2847,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Swedish,Maria,Maria I av England,Yes,Yes
2848,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Tagalog,Maria,Maria I ng Inglatera,Yes,Yes
2849,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Tamil,இங்கிலாந்தின்,இங்கிலாந்தின் முதலாம் மேரி,No,idk
2850,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Thai,สมเด็จพระราชินีนาถแมรีที่,สมเด็จพระราชินีนาถแมรีที่ 1 แห่งอังกฤษ,No,idk
2851,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Turkish,I.,I. Mary,Yes,No
2852,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Ukrainian,Марія,Марія I Тюдор,Yes,Yes
2853,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Urdu,میری,میری اول ملکہ انگلستان,Yes,Yes
2854,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Vietnamese,Mary,Mary I của Anh,Yes,Yes
2855,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Waray,Maria,Maria I han Inglaterra,Yes,Yes
2856,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Wu,玛丽一世,玛丽一世,No,idk
2857,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Cantonese,瑪麗一世,瑪麗一世,No,idk
2858,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,Chinese,玛丽一世,玛丽一世,No,idk
2859,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Aragonese,Jure,Jure uxoris,Yes,Yes
2860,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Bulgarian,Jure,Jure uxoris,Yes,Yes
2861,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Bosnian,Iure,Iure uxoris,Yes,Yes
2862,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Catalan,Iure,Iure uxoris,Yes,Yes
2863,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Czech,Jure,Jure uxoris,Yes,Yes
2864,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Danish,Iure,Iure uxoris,Yes,Yes
2865,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,German,Iure,Iure uxoris,Yes,Yes
2866,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Spanish,Iure,Iure uxoris,Yes,Yes
2867,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Persian,یوره,یوره اوکساریس,Yes,Yes
2868,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Indonesian,Jure,Jure uxoris,Yes,Yes
2869,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Italian,Jure,Jure uxoris,Yes,Yes
2870,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Dutch,Iure,Iure uxoris,Yes,Yes
2871,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Norwegian (Bokmål),Iure,Iure uxoris,Yes,Yes
2872,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Polish,Iure,Iure uxoris,Yes,Yes
2873,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Portuguese,Jure,Jure uxoris,Yes,Yes
2874,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Simple English,Jure,Jure uxoris,Yes,Yes
2875,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Finnish,Jure,Jure uxoris,Yes,Yes
2876,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Swedish,Jure,Jure uxoris,Yes,Yes
2877,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Ukrainian,Jure,Jure uxoris,Yes,Yes
2878,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,Chinese,依据妻权,依据妻权,No,idk
2879,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Afrikaans,Filips,Filips II van Spanje,Yes,Yes
2880,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Arabic,فيليب,فيليب الثاني ملك إسبانيا,Yes,Yes
2881,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Aragonese,Felipe,Felipe I d'Aragón,Yes,Yes
2882,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Asturian,Felipe,Felipe II d'España,Yes,Yes
2883,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Azerbaijani,II,II Filipp,Yes,No
2884,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Southern Azerbaijani,ایکینجی,ایکینجی فیلیپ,Yes,No
2885,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Min Nan,Felipe,Felipe 2-sè,Yes,Yes
2886,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Belarusian,Філіп,Філіп II Габсбург,Yes,Yes
2887,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Belarusian (Taraškievica),Філіп,Філіп II,Yes,Yes
2888,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Bulgarian,Филип,Филип II,Yes,Yes
2889,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Bosnian,Filip,Filip II,Yes,Yes
2890,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Breton,Felipe,Felipe II,Yes,Yes
2891,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Catalan,Felip,Felip II de Castella,Yes,Yes
2892,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Czech,Filip,Filip II. Španělský,Yes,Yes
2893,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Welsh,Felipe,Felipe II,Yes,Yes
2894,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Danish,Filip,Filip 2. af Spanien,Yes,Yes
2895,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,German,Philipp,Philipp II.,Yes,Yes
2896,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Estonian,Felipe,Felipe II,Yes,Yes
2897,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Greek,Φίλιππος,Φίλιππος Β΄ της Ισπανίας,Yes,Yes
2898,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Spanish,Felipe,Felipe II de España,Yes,Yes
2899,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Esperanto,Filipo,Filipo la 2-a,Yes,Yes
2900,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Extremaduran,Felipe,Felipe II d'España,Yes,Yes
2901,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Basque,Filipe,Filipe II.a Espainiakoa,Yes,Yes
2902,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Persian,فیلیپ,فیلیپ دوم اسپانیا,Yes,Yes
2903,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Faroese,Filip,Filip 2.,Yes,Yes
2904,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,French,Philippe,Philippe II,Yes,Yes
2905,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,West Frisian,Filips,Filips II fan Spanje,Yes,Yes
2906,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Irish,Pilib,Pilib II na Spáinne,Yes,Yes
2907,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Galician,Filipe,Filipe II de España,Yes,Yes
2908,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Korean,펠리페,펠리페 2세,No,idk
2909,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Armenian,Ֆիլիպ,Ֆիլիպ II Հաբսբուրգ,No,idk
2910,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Hindi,स्पेन,स्पेन के फ़िलिप द्वितीय,No,idk
2911,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Croatian,Filip,Filip II.,Yes,Yes
2912,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Ido,Felipe,Felipe la 2ma di Hispania,Yes,Yes
2913,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Ilokano,Felipe,Felipe II ti Espania,Yes,Yes
2914,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Indonesian,Felipe,Felipe II dari Spanyol,Yes,Yes
2915,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Icelandic,Filippus,Filippus 2. Spánarkonungur,Yes,Yes
2916,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Italian,Filippo,Filippo II di Spagna,Yes,Yes
2917,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Hebrew,פליפה,פליפה השני,No,idk
2918,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Georgian,ფილიპე,ფილიპე II,No,idk
2919,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Kazakh,Филипп,Филипп II,Yes,No
2920,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Swahili,Filipo,Filipo II wa Hispania,Yes,Yes
2921,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Latin,Philippus,Philippus II,Yes,Yes
2922,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Latvian,Felipe,Felipe II,Yes,Yes
2923,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Luxembourgish,Felipe,Felipe II. vu Spuenien,Yes,Yes
2924,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Lithuanian,Pilypas,Pilypas II Habsburgas,Yes,Yes
2925,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Ligurian,Feipo,Feipo II de Spagna,Yes,Yes
2926,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Lingua Franca Nova,Felipe,Felipe 2,Yes,Yes
2927,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Hungarian,II.,II. Fülöp spanyol király,Yes,No
2928,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Macedonian,Филип,Филип II,Yes,Yes
2929,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Malagasy,Philip,Philip II an'i Espaina,Yes,Yes
2930,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Marathi,स्पेनचा,स्पेनचा दुसरा फेलिपे,No,idk
2931,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Egyptian Arabic,فيليبى,فيليبى التانى ملك اسبانيا,Yes,Yes
2932,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Malay,Felipe,Felipe II dari Sepanyol,Yes,Yes
2933,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Dutch,Filips,Filips II van Spanje,Yes,Yes
2934,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Japanese,フェリペ2世,フェリペ2世,No,idk
2935,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Norwegian (Bokmål),Filip,Filip II av Spania,Yes,Yes
2936,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Norwegian (Nynorsk),Filip,Filip II av Spania,Yes,Yes
2937,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Occitan,Felip,Felip II d'Espanha,Yes,Yes
2938,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Western Punjabi,فیلیپ,فیلیپ دوم شاہ ہسپانیہ,Yes,Yes
2939,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Polish,Filip,Filip II Habsburg,Yes,Yes
2940,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Portuguese,Filipe,Filipe II de Espanha,Yes,Yes
2941,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Romanian,Filip,Filip al II-lea al Spaniei,Yes,Yes
2942,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Russian,Филипп,Филипп II,Yes,Yes
2943,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Scots,Philip,Philip II o Spain,Yes,Yes
2944,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Sicilian,Filippu,Filippu II di Spagna,Yes,Yes
2945,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Simple English,Philip,Philip II of Spain,Yes,Yes
2946,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Slovak,Filip,Filip II.,Yes,Yes
2947,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Slovene,Filip,Filip II. Španski,Yes,Yes
2948,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Sorani Kurdish,فیلیپی,فیلیپی دووەمی ئیسپانیا,Yes,Yes
2949,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Serbian,Филип,Филип II од Шпаније,Yes,Yes
2950,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Serbo-Croatian,Felipe,Felipe II od Španije,Yes,Yes
2951,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Finnish,Filip,Filip II,Yes,Yes
2952,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Swedish,Filip,Filip II av Spanien,Yes,Yes
2953,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Tagalog,Felipe,Felipe II ng Espanya,Yes,Yes
2954,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Tamil,எசுப்பானியாவின்,எசுப்பானியாவின் இரண்டாம் பிலிப்பு,No,idk
2955,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Thai,พระเจ้าเฟลิเปที่,พระเจ้าเฟลิเปที่ 2 แห่งสเปน,No,idk
2956,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Turkish,II.,II. Felipe,Yes,No
2957,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Ukrainian,Філіп,Філіп II,Yes,Yes
2958,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Urdu,فیلیپ,فیلیپ دوم شاہ ہسپانیہ,Yes,Yes
2959,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Vietnamese,Felipe,Felipe II của Tây Ban Nha,Yes,Yes
2960,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,West Flemish,Filips,Filips II van Spanje,Yes,Yes
2961,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Waray,Felipe,Felipe II han Espanya,Yes,Yes
2962,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Wu,费利佩二世,费利佩二世,No,idk
2963,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Cantonese,菲臘皮二世,菲臘皮二世,No,idk
2964,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,Chinese,腓力二世,腓力二世,No,idk
2965,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Afrikaans,Elizabeth,Elizabeth I van Engeland,Yes,Yes
2966,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Alemannic,Elisabeth,Elisabeth I.,Yes,Yes
2967,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Amharic,1,1 ኤልሳበጥ,No,idk
2968,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Anglo-Saxon,Elisabeþ,Elisabeþ I Engla Cwēn,Yes,Yes
2969,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Arabic,إليزابيث,إليزابيث الأولى ملكة إنجلترا,Yes,Yes
2970,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Aragonese,Isabel,Isabel I d'Anglaterra,Yes,Yes
2971,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Asturian,Sabela,Sabela I d'Inglaterra,Yes,Yes
2972,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Azerbaijani,I,I Elizabet,Yes,No
2973,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Southern Azerbaijani,بیرینجی,بیرینجی الیزابت,Yes,No
2974,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Bengali,প্রথম,প্রথম এলিজাবেথ,No,idk
