ID,Name (English),Full Name (English),URL,Language,Name,Full Name,Familiar-ish Script,Given Name Usually First
0,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,English,Alfred,Alfred the Great,Yes,Yes
1,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,English,Edward,Edward the Elder,Yes,Yes
2,Ælfweard,Ælfweard of Wessex,https://en.wikipedia.org/wiki/%C3%86lfweard_of_Wessex,English,Ælfweard,Ælfweard of Wessex,Yes,Yes
3,Æthelstan,Æthelstan,https://en.wikipedia.org/wiki/%C3%86thelstan,English,Æthelstan,Æthelstan,Yes,Yes
4,Edmund,Edmund I,https://en.wikipedia.org/wiki/Edmund_I,English,Edmund,Edmund I,Yes,Yes
5,Eadred,Eadred,https://en.wikipedia.org/wiki/Eadred,English,Eadred,Eadred,Yes,Yes
6,Eadwig,Eadwig,https://en.wikipedia.org/wiki/Eadwig,English,Eadwig,Eadwig,Yes,Yes
7,Edgar,Edgar the Peaceful,https://en.wikipedia.org/wiki/Edgar_the_Peaceful,English,Edgar,Edgar the Peaceful,Yes,Yes
8,Edward,Edward the Martyr,https://en.wikipedia.org/wiki/Edward_the_Martyr,English,Edward,Edward the Martyr,Yes,Yes
9,Æthelred,Æthelred the Unready,https://en.wikipedia.org/wiki/%C3%86thelred_the_Unready,English,Æthelred,Æthelred the Unready,Yes,Yes
10,Sweyn,Sweyn Forkbeard,https://en.wikipedia.org/wiki/Sweyn_Forkbeard,English,Sweyn,Sweyn Forkbeard,Yes,Yes
11,Edmund,Edmund Ironside,https://en.wikipedia.org/wiki/Edmund_Ironside,English,Edmund,Edmund Ironside,Yes,Yes
12,Cnut,Cnut the Great,https://en.wikipedia.org/wiki/Cnut_the_Great,English,Cnut,Cnut the Great,Yes,Yes
13,Harold,Harold Harefoot,https://en.wikipedia.org/wiki/Harold_Harefoot,English,Harold,Harold Harefoot,Yes,Yes
14,Harthacnut,Harthacnut,https://en.wikipedia.org/wiki/Harthacnut,English,Harthacnut,Harthacnut,Yes,Yes
15,Edward,Edward the Confessor,https://en.wikipedia.org/wiki/Edward_the_Confessor,English,Edward,Edward the Confessor,Yes,Yes
16,Harold,Harold Godwinson,https://en.wikipedia.org/wiki/Harold_Godwinson,English,Harold,Harold Godwinson,Yes,Yes
17,Edgar,Edgar Ætheling,https://en.wikipedia.org/wiki/Edgar_%C3%86theling,English,Edgar,Edgar Ætheling,Yes,Yes
18,William,William the Conqueror,https://en.wikipedia.org/wiki/William_the_Conqueror,English,William,William the Conqueror,Yes,Yes
19,William,William II of England,https://en.wikipedia.org/wiki/William_II_of_England,English,William,William II of England,Yes,Yes
20,Henry,Henry I of England,https://en.wikipedia.org/wiki/Henry_I_of_England,English,Henry,Henry I of England,Yes,Yes
21,Stephen,Stephen,"https://en.wikipedia.org/wiki/Stephen,_King_of_England",English,Stephen,Stephen,Yes,Yes
22,Empress,Empress Matilda,https://en.wikipedia.org/wiki/Empress_Matilda,English,Empress,Empress Matilda,Yes,Yes
23,Henry,Henry II of England,https://en.wikipedia.org/wiki/Henry_II_of_England,English,Henry,Henry II of England,Yes,Yes
24,Richard,Richard I of England,https://en.wikipedia.org/wiki/Richard_I_of_England,English,Richard,Richard I of England,Yes,Yes
25,John,John,"https://en.wikipedia.org/wiki/John,_King_of_England",English,John,John,Yes,Yes
26,Louis,Louis VIII of France,https://en.wikipedia.org/wiki/Louis_VIII_of_France,English,Louis,Louis VIII of France,Yes,Yes
27,Henry,Henry III of England,https://en.wikipedia.org/wiki/Henry_III_of_England,English,Henry,Henry III of England,Yes,Yes
28,Edward,Edward I of England,https://en.wikipedia.org/wiki/Edward_I_of_England,English,Edward,Edward I of England,Yes,Yes
29,Edward,Edward II of England,https://en.wikipedia.org/wiki/Edward_II_of_England,English,Edward,Edward II of England,Yes,Yes
30,Edward,Edward III of England,https://en.wikipedia.org/wiki/Edward_III_of_England,English,Edward,Edward III of England,Yes,Yes
31,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,English,Richard,Richard II of England,Yes,Yes
32,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,English,Henry,Henry IV of England,Yes,Yes
33,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,English,Henry,Henry V of England,Yes,Yes
34,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,English,Henry,Henry VI of England,Yes,Yes
35,Edward,Edward IV of England,https://en.wikipedia.org/wiki/Edward_IV_of_England,English,Edward,Edward IV of England,Yes,Yes
36,Readeption,Readeption of Henry VI,https://en.wikipedia.org/wiki/Readeption_of_Henry_VI,English,Readeption,Readeption of Henry VI,Yes,Yes
37,Edward,Edward V of England,https://en.wikipedia.org/wiki/Edward_V_of_England,English,Edward,Edward V of England,Yes,Yes
38,Richard,Richard III of England,https://en.wikipedia.org/wiki/Richard_III_of_England,English,Richard,Richard III of England,Yes,Yes
39,Henry,Henry VII of England,https://en.wikipedia.org/wiki/Henry_VII_of_England,English,Henry,Henry VII of England,Yes,Yes
40,Henry,Henry VIII of England,https://en.wikipedia.org/wiki/Henry_VIII_of_England,English,Henry,Henry VIII of England,Yes,Yes
41,Edward,Edward VI of England,https://en.wikipedia.org/wiki/Edward_VI_of_England,English,Edward,Edward VI of England,Yes,Yes
42,Lady,Lady Jane Grey,https://en.wikipedia.org/wiki/Lady_Jane_Grey,English,Lady,Lady Jane Grey,Yes,Yes
43,Mary,Mary I of England,https://en.wikipedia.org/wiki/Mary_I_of_England,English,Mary,Mary I of England,Yes,Yes
44,Jure,Jure uxoris,https://en.wikipedia.org/wiki/Jure_uxoris,English,Jure,Jure uxoris,Yes,Yes
45,Philip,Philip II of Spain,https://en.wikipedia.org/wiki/Philip_II_of_Spain,English,Philip,Philip II of Spain,Yes,Yes
46,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,English,Elizabeth,Elizabeth I of England,Yes,Yes
47,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,English,James,James VI and I,Yes,Yes
48,Charles,Charles I of England,https://en.wikipedia.org/wiki/Charles_I_of_England,English,Charles,Charles I of England,Yes,Yes
49,Oliver,Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,English,Oliver,Oliver Cromwell,Yes,Yes
50,Richard,Richard Cromwell,https://en.wikipedia.org/wiki/Richard_Cromwell,English,Richard,Richard Cromwell,Yes,Yes
51,Cavalier,Cavalier,https://en.wikipedia.org/wiki/Cavalier,English,Cavalier,Cavalier,Yes,Yes
52,Charles,Charles II of England,https://en.wikipedia.org/wiki/Charles_II_of_England,English,Charles,Charles II of England,Yes,Yes
53,James,James II of England,https://en.wikipedia.org/wiki/James_II_of_England,English,James,James II of England,Yes,Yes
54,Glorious,Glorious Revolution,https://en.wikipedia.org/wiki/Glorious_Revolution,English,Glorious,Glorious Revolution,Yes,Yes
55,Mary,Mary II of England,https://en.wikipedia.org/wiki/Mary_II_of_England,English,Mary,Mary II of England,Yes,Yes
56,William,William III of England,https://en.wikipedia.org/wiki/William_III_of_England,English,William,William III of England,Yes,Yes
57,Anne,Anne,"https://en.wikipedia.org/wiki/Anne,_Queen_of_Great_Britain",English,Anne,Anne,Yes,Yes
58,Henry,Henry the Young King,https://en.wikipedia.org/wiki/Henry_the_Young_King,English,Henry,Henry the Young King,Yes,Yes
59,Elizabeth,Elizabeth I,https://en.wikipedia.org/wiki/Elizabeth_I,English,Elizabeth,Elizabeth I,Yes,Yes
60,Kenneth,Kenneth MacAlpin,https://en.wikipedia.org/wiki/Kenneth_MacAlpin,English,Kenneth,Kenneth MacAlpin,Yes,Yes
61,Domnall,Domnall mac Ailpín,https://en.wikipedia.org/wiki/Domnall_mac_Ailp%C3%ADn,English,Domnall,Domnall mac Ailpín,Yes,Yes
62,Causantín,Causantín mac Cináeda,https://en.wikipedia.org/wiki/Causant%C3%ADn_mac_Cin%C3%A1eda,English,Causantín,Causantín mac Cináeda,Yes,Yes
63,Áed,Áed mac Cináeda,https://en.wikipedia.org/wiki/%C3%81ed_mac_Cin%C3%A1eda,English,Áed,Áed mac Cináeda,Yes,Yes
64,Giric,Giric,https://en.wikipedia.org/wiki/Giric,English,Giric,Giric,Yes,Yes
65,Eochaid,Eochaid,"https://en.wikipedia.org/wiki/Eochaid,_son_of_Rhun",English,Eochaid,Eochaid,Yes,Yes
66,Donald,Donald II of Scotland,https://en.wikipedia.org/wiki/Donald_II_of_Scotland,English,Donald,Donald II of Scotland,Yes,Yes
67,Constantine,Constantine II of Scotland,https://en.wikipedia.org/wiki/Constantine_II_of_Scotland,English,Constantine,Constantine II of Scotland,Yes,Yes
68,Malcolm,Malcolm I of Scotland,https://en.wikipedia.org/wiki/Malcolm_I_of_Scotland,English,Malcolm,Malcolm I of Scotland,Yes,Yes
69,Indulf,Indulf,https://en.wikipedia.org/wiki/Indulf,English,Indulf,Indulf,Yes,Yes
70,Dub,Dub,"https://en.wikipedia.org/wiki/Dub,_King_of_Scotland",English,Dub,Dub,Yes,Yes
71,Cuilén,Cuilén,https://en.wikipedia.org/wiki/Cuil%C3%A9n,English,Cuilén,Cuilén,Yes,Yes
72,Amlaíb,Amlaíb,"https://en.wikipedia.org/wiki/Amla%C3%ADb,_King_of_Scotland",English,Amlaíb,Amlaíb,Yes,Yes
73,Kenneth,Kenneth II of Scotland,https://en.wikipedia.org/wiki/Kenneth_II_of_Scotland,English,Kenneth,Kenneth II of Scotland,Yes,Yes
74,Constantine,Constantine III of Scotland,https://en.wikipedia.org/wiki/Constantine_III_of_Scotland,English,Constantine,Constantine III of Scotland,Yes,Yes
75,Kenneth,Kenneth III of Scotland,https://en.wikipedia.org/wiki/Kenneth_III_of_Scotland,English,Kenneth,Kenneth III of Scotland,Yes,Yes
76,Malcolm,Malcolm II of Scotland,https://en.wikipedia.org/wiki/Malcolm_II_of_Scotland,English,Malcolm,Malcolm II of Scotland,Yes,Yes
77,Duncan,Duncan I of Scotland,https://en.wikipedia.org/wiki/Duncan_I_of_Scotland,English,Duncan,Duncan I of Scotland,Yes,Yes
78,Macbeth,Macbeth,"https://en.wikipedia.org/wiki/Macbeth,_King_of_Scotland",English,Macbeth,Macbeth,Yes,Yes
79,Lulach,Lulach,https://en.wikipedia.org/wiki/Lulach,English,Lulach,Lulach,Yes,Yes
80,Malcolm,Malcolm III of Scotland,https://en.wikipedia.org/wiki/Malcolm_III_of_Scotland,English,Malcolm,Malcolm III of Scotland,Yes,Yes
81,Donald,Donald III of Scotland,https://en.wikipedia.org/wiki/Donald_III_of_Scotland,English,Donald,Donald III of Scotland,Yes,Yes
82,Duncan,Duncan II of Scotland,https://en.wikipedia.org/wiki/Duncan_II_of_Scotland,English,Duncan,Duncan II of Scotland,Yes,Yes
83,Edgar,Edgar,"https://en.wikipedia.org/wiki/Edgar,_King_of_Scotland",English,Edgar,Edgar,Yes,Yes
84,Alexander,Alexander I of Scotland,https://en.wikipedia.org/wiki/Alexander_I_of_Scotland,English,Alexander,Alexander I of Scotland,Yes,Yes
85,David,David I of Scotland,https://en.wikipedia.org/wiki/David_I_of_Scotland,English,David,David I of Scotland,Yes,Yes
86,Malcolm,Malcolm IV of Scotland,https://en.wikipedia.org/wiki/Malcolm_IV_of_Scotland,English,Malcolm,Malcolm IV of Scotland,Yes,Yes
87,William,William the Lion,https://en.wikipedia.org/wiki/William_the_Lion,English,William,William the Lion,Yes,Yes
88,Alexander,Alexander II of Scotland,https://en.wikipedia.org/wiki/Alexander_II_of_Scotland,English,Alexander,Alexander II of Scotland,Yes,Yes
89,Alexander,Alexander III of Scotland,https://en.wikipedia.org/wiki/Alexander_III_of_Scotland,English,Alexander,Alexander III of Scotland,Yes,Yes
90,Margaret,Margaret,"https://en.wikipedia.org/wiki/Margaret,_Maid_of_Norway",English,Margaret,Margaret,Yes,Yes
91,John,John Balliol,https://en.wikipedia.org/wiki/John_Balliol,English,John,John Balliol,Yes,Yes
92,Robert,Robert the Bruce,https://en.wikipedia.org/wiki/Robert_the_Bruce,English,Robert,Robert the Bruce,Yes,Yes
93,David,David II of Scotland,https://en.wikipedia.org/wiki/David_II_of_Scotland,English,David,David II of Scotland,Yes,Yes
94,Edward,Edward Balliol,https://en.wikipedia.org/wiki/Edward_Balliol,English,Edward,Edward Balliol,Yes,Yes
95,Robert,Robert II of Scotland,https://en.wikipedia.org/wiki/Robert_II_of_Scotland,English,Robert,Robert II of Scotland,Yes,Yes
96,Robert,Robert III of Scotland,https://en.wikipedia.org/wiki/Robert_III_of_Scotland,English,Robert,Robert III of Scotland,Yes,Yes
97,James,James I of Scotland,https://en.wikipedia.org/wiki/James_I_of_Scotland,English,James,James I of Scotland,Yes,Yes
98,James,James II of Scotland,https://en.wikipedia.org/wiki/James_II_of_Scotland,English,James,James II of Scotland,Yes,Yes
99,James,James III of Scotland,https://en.wikipedia.org/wiki/James_III_of_Scotland,English,James,James III of Scotland,Yes,Yes
100,James,James IV of Scotland,https://en.wikipedia.org/wiki/James_IV_of_Scotland,English,James,James IV of Scotland,Yes,Yes
101,James,James V of Scotland,https://en.wikipedia.org/wiki/James_V_of_Scotland,English,James,James V of Scotland,Yes,Yes
102,Mary,Mary,"https://en.wikipedia.org/wiki/Mary,_Queen_of_Scots",English,Mary,Mary,Yes,Yes
103,Union,Union of the Crowns,https://en.wikipedia.org/wiki/Union_of_the_Crowns,English,Union,Union of the Crowns,Yes,Yes
104,Acts,Acts of Union 1707,https://en.wikipedia.org/wiki/Acts_of_Union_1707,English,Acts,Acts of Union 1707,Yes,Yes
105,George,George I of Great Britain,https://en.wikipedia.org/wiki/George_I_of_Great_Britain,English,George,George I of Great Britain,Yes,Yes
106,George,George II of Great Britain,https://en.wikipedia.org/wiki/George_II_of_Great_Britain,English,George,George II of Great Britain,Yes,Yes
107,George,George III of the United Kingdom,https://en.wikipedia.org/wiki/George_III_of_the_United_Kingdom,English,George,George III of the United Kingdom,Yes,Yes
108,George,George IV of the United Kingdom,https://en.wikipedia.org/wiki/George_IV_of_the_United_Kingdom,English,George,George IV of the United Kingdom,Yes,Yes
109,William,William IV of the United Kingdom,https://en.wikipedia.org/wiki/William_IV_of_the_United_Kingdom,English,William,William IV of the United Kingdom,Yes,Yes
110,Queen,Queen Victoria,https://en.wikipedia.org/wiki/Queen_Victoria,English,Queen,Queen Victoria,Yes,Yes
111,Edward,Edward VII,https://en.wikipedia.org/wiki/Edward_VII,English,Edward,Edward VII,Yes,Yes
112,George,George V,https://en.wikipedia.org/wiki/George_V,English,George,George V,Yes,Yes
113,Edward,Edward VIII,https://en.wikipedia.org/wiki/Edward_VIII,English,Edward,Edward VIII,Yes,Yes
114,George,George VI,https://en.wikipedia.org/wiki/George_VI,English,George,George VI,Yes,Yes
115,Elizabeth,Elizabeth II,https://en.wikipedia.org/wiki/Elizabeth_II,English,Elizabeth,Elizabeth II,Yes,Yes
116,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Afrikaans,Alfred,Alfred die Grote,Yes,Yes
117,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Amharic,ታላቁ,ታላቁ አልፍሬድ,No,idk
118,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Anglo-Saxon,Ælfrēd,Ælfrēd Micela,Yes,Yes
119,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Arabic,ألفريد,ألفريد العظيم,Yes,Yes
120,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Asturian,Alfredu'l,Alfredu'l Grande,Yes,Yes
121,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Azerbaijani,Böyük,Böyük Alfred,Yes,No
122,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Southern Azerbaijani,آلفرد,آلفرد بزرق,Yes,No
123,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Min Nan,Alfred,Alfred Tāi-ông,Yes,Yes
124,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Bashkir,Бөйөк,Бөйөк Альфред,Yes,No
125,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Belarusian,Альфрэд,Альфрэд Вялікі,Yes,Yes
126,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Belarusian (Taraškievica),Альфрэд,Альфрэд Вялікі,Yes,Yes
127,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Bulgarian,Алфред,Алфред Велики,Yes,Yes
128,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Bosnian,Alfred,Alfred Veliki,Yes,Yes
129,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Breton,Alfred,Alfred Veur,Yes,Yes
130,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Catalan,Alfred,Alfred el Gran,Yes,Yes
131,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Czech,Alfréd,Alfréd Veliký,Yes,Yes
132,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Welsh,Alffred,Alffred Fawr,Yes,Yes
133,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Danish,Alfred,Alfred den Store,Yes,Yes
134,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,German,Alfred,Alfred der Große,Yes,Yes
135,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Estonian,Alfred,Alfred Suur,Yes,Yes
136,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Greek,Αλφρέδος,Αλφρέδος ο Μέγας,Yes,Yes
137,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Spanish,Alfredo,Alfredo el Grande,Yes,Yes
138,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Esperanto,Alfredo,Alfredo la Granda,Yes,Yes
139,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Basque,Alfredo,Alfredo Handia,Yes,Yes
140,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Persian,آلفرد,آلفرد بزرگ,Yes,Yes
141,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,French,Alfred,Alfred le Grand,Yes,Yes
142,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,West Frisian,Alfred,Alfred de Grutte,Yes,Yes
143,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Irish,Ailfrid,Ailfrid Mór,Yes,Yes
144,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Galician,Alfredo,Alfredo o Grande,Yes,Yes
145,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Korean,앨프레드,앨프레드 대왕,No,idk
146,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Armenian,Ալֆրեդ,Ալֆրեդ Մեծ,No,idk
147,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Croatian,Alfred,Alfred Veliki,Yes,Yes
148,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Indonesian,Alfred,Alfred yang Agung,Yes,Yes
149,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Icelandic,Elfráður,Elfráður ríki,Yes,Yes
150,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Italian,Alfredo,Alfredo il Grande,Yes,Yes
151,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Hebrew,אלפרד,אלפרד הגדול,No,idk
152,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Kannada language,ಆಲ್ಫ್ರೆಡ್,ಆಲ್ಫ್ರೆಡ್ ಮಹಾಶಯ,No,idk
153,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Georgian,ალფრედ,ალფრედ დიდი,No,idk
154,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Kazakh,Ұлы,Ұлы Альфред,Yes,No
155,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Swahili,Alfredi,Alfredi Mkuu,Yes,Yes
156,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Kurdish (Kurmanji),Alfredê,Alfredê Mezin,Yes,Yes
157,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Latin,Alfredus,Alfredus,Yes,Yes
158,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Latvian,Alfrēds,Alfrēds Lielais,Yes,Yes
159,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Luxembourgish,Alfred,Alfred de Groussen,Yes,Yes
160,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Lithuanian,Alfredas,Alfredas Didysis,Yes,Yes
161,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Hungarian,Alfréd,Alfréd wessexi király,Yes,No
162,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Macedonian,Алфред,Алфред Велики,Yes,Yes
163,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Malagasy,Alfred,Alfred Lehibe,Yes,Yes
164,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Marathi,आल्फ्रिड,आल्फ्रिड,No,idk
165,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Egyptian Arabic,الفريد,الفريد العظيم,Yes,Yes
166,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Mazandarani,گت,گت آلفرد,Yes,Yes
167,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Dutch,Alfred,Alfred de Grote,Yes,Yes
168,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Japanese,アルフレッド大王,アルフレッド大王,No,idk
169,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Norwegian (Bokmål),Alfred,Alfred den store,Yes,Yes
170,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Norwegian (Nynorsk),Alfred,Alfred den store,Yes,Yes
171,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Occitan,Alfred,Alfred de Wessex,Yes,Yes
172,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Uzbek,Buyuk,Buyuk Alfred,Yes,No
173,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Western Punjabi,الفریڈ,الفریڈ اعظم,Yes,Yes
174,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Polish,Alfred,Alfred Wielki,Yes,Yes
175,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Portuguese,Alfredo,Alfredo de Wessex,Yes,Yes
176,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Romanian,Alfred,Alfred cel Mare,Yes,Yes
177,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Russian,Альфред,Альфред Великий,Yes,Yes
178,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Scots,Alfred,Alfred the Great,Yes,Yes
179,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Simple English,Alfred,Alfred the Great,Yes,Yes
180,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Slovak,Alfréd,Alfréd Veľký,Yes,Yes
181,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Slovene,Alfred,Alfred Veliki,Yes,Yes
182,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Serbian,Alfred,Alfred Veliki,Yes,Yes
183,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Serbo-Croatian,Alfred,Alfred Veliki,Yes,Yes
184,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Finnish,Alfred,Alfred Suuri,Yes,Yes
185,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Swedish,Alfred,Alfred den store,Yes,Yes
186,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Tamil,பேரரசர்,பேரரசர் ஆல்பிரட்,No,idk
187,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Tatar,Бөек,Бөек Альфред,Yes,No
188,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Thai,พระเจ้าอัลเฟรดมหาราช,พระเจ้าอัลเฟรดมหาราช,No,idk
189,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Turkish,Alfred,Alfred,Yes,No
190,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Ukrainian,Альфред,Альфред I Великий,Yes,Yes
191,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Urdu,الفریڈ,الفریڈ اعظم,Yes,Yes
192,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Vietnamese,Alfred,Alfred Đại đế,Yes,Yes
193,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Wu,阿尔弗雷德大帝,阿尔弗雷德大帝,No,idk
194,Alfred,Alfred the Great,https://en.wikipedia.org/wiki/Alfred_the_Great,Chinese,阿尔弗雷德大帝,阿尔弗雷德大帝,No,idk
195,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Afrikaans,Eduard,Eduard die Ouere,Yes,Yes
196,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Anglo-Saxon,Ēadweard,Ēadweard se Ieldra,Yes,Yes
197,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Arabic,إدوارد,إدوارد الكبير,Yes,Yes
198,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Southern Azerbaijani,ادوارد,ادوارد پدر,Yes,No
199,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Min Nan,Edward,Edward Tióng-chiá,Yes,Yes
200,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Belarusian,Эдуард,Эдуард Старэйшы,Yes,Yes
201,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Belarusian (Taraškievica),Эдўард,Эдўард Старэйшы,Yes,Yes
202,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Bulgarian,Едуард,Едуард Стария,Yes,Yes
203,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Bosnian,Edvard,Edvard Stariji,Yes,Yes
204,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Breton,Edward,Edward the Elder,Yes,Yes
205,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Catalan,Eduard,Eduard el Vell,Yes,Yes
206,Edward,Edward the Elder,https://en.wikipedia.org/wiki/Edward_the_Elder,Czech,Eduard,Eduard I. Starší,Yes,Yes
